time,open,high,low,close,volume,sub
1701295200,2044.32,2047.235,2031.53,2036.165,151321,92
1701381600,2036.165,2075.43,2033.94,2071.88,171997,92
1701640800,2071.88,2148.99,2020.135,2029.0,243946,92
1701727200,2029.0,2041.3,2009.936,2019.345,183183,92
1701813600,2019.345,2035.97,2017.29,2025.475,152499,92
1701900000,2025.475,2039.975,2020.235,2028.515,169648,92
1701986400,2028.515,2034.065,1994.74,2004.44,200139,92
1702245600,2004.44,2007.85,1975.895,1981.84,153138,92
1702332000,1981.84,1996.76,1977.28,1979.435,139693,92
1702418400,1979.435,2027.88,1973.09,2027.575,151582,92
1702504800,2027.575,2047.935,2024.28,2036.265,228726,92
1702591200,2036.265,2044.945,2015.65,2019.54,170501,92
1702850400,2019.54,2033.75,2016.065,2027.24,120635,92
1702936800,2027.24,2047.03,2021.75,2040.245,125108,92
1703023200,2040.245,2043.535,2027.485,2031.78,133107,92
1703109600,2031.78,2046.105,2031.62,2045.92,150695,92
1703196000,2045.92,2070.705,2045.92,2053.2,181401,92
1703541600,2053.2,2069.085,2053.2,2067.71,33045,34
1703628000,2067.71,2084.495,2061.51,2077.12,111713,92
1703714400,2077.12,2088.545,2064.725,2065.265,157847,92
1703800800,2065.265,2074.845,2058.275,2062.97,153493,92
1704146400,2062.97,2078.975,2055.89,2059.045,147595,92
1704232800,2059.045,2066.005,2030.695,2041.29,170951,92
1704319200,2041.29,2051.015,2036.3,2043.435,130668,92
1704405600,2043.435,2064.035,2024.525,2045.625,176517,92
1704664800,2045.625,2046.685,2016.82,2028.035,151015,92
1704751200,2028.035,2042.035,2026.185,2030.02,141030,92
1704837600,2030.02,2040.3,2020.525,2024.32,128137,92
1704924000,2024.32,2045.17,2013.39,2029.015,192985,92
1705010400,2029.015,2062.31,2029.01,2049.155,175463,92
1705269600,2049.155,2058.67,2045.835,2054.765,87639,82
1705356000,2054.765,2055.615,2024.33,2028.505,189760,92
1705442400,2028.505,2032.98,2001.895,2006.335,179800,92
1705528800,2006.335,2023.395,2005.835,2023.02,143058,92
1705615200,2023.02,2039.415,2020.475,2029.62,133853,92
1705874400,2029.62,2032.175,2016.605,2021.66,139263,92
1705960800,2021.66,2037.975,2019.675,2029.155,137669,92
1706047200,2029.155,2036.735,2011.275,2014.235,159915,92
1706133600,2014.235,2025.32,2009.445,2020.94,158304,92
1706220000,2020.94,2026.9,2015.995,2018.59,108939,92
1706479200,2018.59,2037.61,2018.59,2032.53,106752,92
1706565600,2032.53,2048.63,2029.1,2036.83,126990,92
1706652000,2036.83,2056.07,2030.94,2039.155,169978,92
1706738400,2039.155,2065.53,2030.07,2054.825,182127,92
1706824800,2054.825,2057.705,2027.87,2039.75,152844,92
1707084000,2039.75,2042.315,2014.96,2024.89,147970,92
1707170400,2024.89,2038.945,2022.975,2035.885,122017,92
1707256800,2035.885,2044.655,2030.645,2035.0,111640,92
1707343200,2035.0,2038.785,2020.25,2034.21,118816,92
1707429600,2034.21,2037.25,2020.35,2024.36,114125,92
1707688800,2024.36,2027.665,2011.945,2020.01,95774,92
1707775200,2020.01,2031.588,1990.155,1993.09,109390,92
1707861600,1993.09,1996.155,1984.305,1992.365,111101,92
1707948000,1992.365,2008.34,1990.325,2004.4,109685,92
1708034400,2004.4,2015.23,1995.16,2013.23,106807,92
1708293600,2013.23,2023.07,2000.355,2017.945,67228,82
1708380000,2017.945,2030.92,2015.12,2024.415,104705,92
1708466400,2024.415,2032.33,2020.095,2026.04,101282,92
1708552800,2026.04,2034.945,2019.715,2024.355,112713,92
1708639200,2024.355,2041.41,2016.125,2035.375,113119,92
1708898400,2035.375,2037.13,2025.115,2031.25,101354,92
1708984800,2031.25,2039.51,2028.855,2030.445,100546,92
1709071200,2030.445,2037.95,2024.555,2034.46,102208,92
1709157600,2034.46,2050.745,2028.165,2044.29,120182,92
1709244000,2044.29,2088.38,2039.11,2082.73,140480,92
1709503200,2082.73,2119.975,2079.53,2114.365,145983,92
1709589600,2114.365,2141.88,2110.53,2128.045,163751,92
1709676000,2128.045,2152.25,2123.765,2148.15,155605,92
1709762400,2148.15,2164.8,2144.255,2160.115,157706,92
1709848800,2160.115,2195.235,2154.06,2179.105,164938,92
1710104400,2179.105,2189.125,2174.86,2182.73,127654,92
1710190800,2182.73,2184.815,2150.66,2158.46,149448,92
1710277200,2158.46,2179.92,2155.855,2174.385,132689,92
1710363600,2174.385,2177.045,2152.845,2162.13,139223,92
1710450000,2162.13,2172.81,2155.25,2156.01,115977,92
1710709200,2156.01,2163.63,2146.155,2160.32,114731,92
1710795600,2160.32,2162.905,2147.205,2157.575,113432,92
1710882000,2157.575,2188.905,2149.66,2186.37,130330,92
1710968400,2186.37,2222.915,2166.445,2181.36,202409,92
1711054800,2181.36,2186.13,2157.13,2165.31,155481,92
1711314000,2165.31,2181.41,2163.615,2171.805,124325,92
1711400400,2171.805,2200.175,2167.625,2178.74,146164,92
1711486800,2178.74,2197.675,2173.485,2194.86,116977,92
1711573200,2194.86,2236.33,2187.41,2233.12,162920,92
1711918800,2233.12,2265.775,2228.54,2251.67,164241,92
1712005200,2251.67,2281.155,2246.715,2280.815,190222,92
1712091600,2280.815,2301.27,2265.505,2299.93,209044,92
1712178000,2299.93,2305.65,2279.725,2291.21,171532,92
1712264400,2291.21,2330.525,2267.78,2330.16,224815,92
1712523600,2330.16,2354.155,2302.975,2339.15,257694,92
1712610000,2339.15,2365.395,2337.27,2352.41,227807,92
1712696400,2352.41,2360.15,2319.395,2333.865,235448,92
1712782800,2333.865,2377.755,2325.74,2372.285,217097,92
1712869200,2372.285,2431.59,2333.88,2344.235,326788,92
1713128400,2344.235,2387.645,2324.255,2383.51,289786,92
1713214800,2383.51,2398.38,2363.06,2383.13,314342,92
1713301200,2383.13,2395.64,2354.73,2361.095,256356,92
1713387600,2361.095,2392.86,2361.095,2379.05,236137,92
1713474000,2379.05,2417.92,2372.91,2392.07,322721,92
1713733200,2392.07,2392.07,2324.67,2327.24,252886,92
1713819600,2327.24,2334.51,2291.465,2322.13,311812,92
1713906000,2322.13,2337.385,2311.815,2315.95,244443,92
1713992400,2315.95,2344.93,2305.025,2332.49,245821,92
1714078800,2332.49,2352.64,2326.365,2338.05,210509,92
1714338000,2338.05,2346.83,2319.84,2335.55,214642,92
1714424400,2335.55,2336.41,2285.22,2286.21,189148,92
1714510800,2286.21,2328.43,2281.68,2319.56,219369,92
1714597200,2319.56,2326.515,2285.545,2303.8,222880,92
1714683600,2303.8,2320.705,2277.345,2301.81,211036,92
1714942800,2301.81,2332.225,2291.85,2323.995,195677,92
1715029200,2323.995,2329.98,2310.04,2314.135,185138,92
1715115600,2314.135,2321.53,2303.745,2308.69,144285,92
1715202000,2308.69,2347.25,2306.655,2346.245,193325,92
1715288400,2346.245,2378.56,2345.325,2360.515,208503,92
1715547600,2360.515,2364.555,2332.11,2336.14,162094,92
1715634000,2336.14,2359.705,2334.89,2357.98,166194,92
1715720400,2357.98,2390.315,2351.915,2386.13,205493,92
1715806800,2386.13,2397.515,2371.01,2376.955,192066,92
1715893200,2376.955,2422.79,2374.02,2414.715,176052,92
1716152400,2414.715,2450.125,2407.34,2426.53,268285,92
1716238800,2426.53,2433.995,2406.16,2421.025,230456,92
1716325200,2421.025,2426.615,2374.995,2379.175,237569,92
1716411600,2379.175,2383.785,2327.02,2328.675,276873,92
1716498000,2328.675,2347.54,2325.465,2334.0,166580,92
1716757200,2334.0,2358.565,2332.285,2351.375,126705,82
1716843600,2351.375,2364.175,2340.31,2361.385,189280,92
1716930000,2361.385,2361.615,2334.54,2338.145,161527,92
1717016400,2338.145,2351.905,2322.66,2343.34,205118,92
1717102800,2343.34,2359.725,2320.595,2327.2,203391,92
1717362000,2327.2,2354.77,2314.795,2350.635,226649,92
1717448400,2350.635,2352.885,2315.675,2327.01,231071,92
1717534800,2327.01,2357.425,2325.965,2355.28,190215,92
1717621200,2355.28,2378.6,2353.5,2376.09,209308,92
1717707600,2376.09,2387.785,2286.83,2294.015,275497,92
1717966800,2294.015,2313.865,2287.805,2310.995,150319,92
1718053200,2310.995,2320.0,2297.8,2316.905,182302,92
1718139600,2316.905,2341.7,2310.75,2325.03,253456,92
1718226000,2325.03,2326.795,2295.59,2304.135,232552,92
1718312400,2304.135,2336.725,2301.605,2332.645,198693,92
1718571600,2332.645,2332.645,2310.02,2319.285,167115,92
1718658000,2320.295,2333.165,2306.65,2329.58,169498,92
1718744400,2329.005,2335.03,2323.78,2328.23,88930,82
1718830800,2330.075,2365.59,2327.765,2360.145,175641,92
1718917200,2359.665,2368.765,2316.785,2321.875,180701,92
1719176400,2321.03,2334.73,2317.775,2334.43,163356,92
1719262800,2333.945,2337.16,2315.59,2319.595,169421,92
1719349200,2320.13,2324.015,2293.69,2298.47,187602,92
1719435600,2298.84,2331.015,2296.61,2327.81,170158,92
1719522000,2327.105,2339.785,2319.105,2326.72,176721,92
1719781200,2323.32,2338.545,2318.605,2331.855,164745,92
1719867600,2331.875,2336.89,2319.13,2329.485,156837,92
1719954000,2330.335,2364.995,2326.885,2356.16,167602,92
1720040400,2356.955,2362.6,2350.51,2357.2,89609,82
1720126800,2357.03,2392.965,2348.62,2391.62,195599,92
1720386000,2389.41,2391.13,2351.09,2359.26,187976,92
1720472400,2359.125,2371.625,2349.485,2364.03,181350,92
1720558800,2363.9,2386.73,2363.15,2371.32,168686,92
1720645200,2371.93,2424.6,2371.34,2415.375,237015,92
1720731600,2413.075,2418.31,2391.52,2410.92,210057,92
1720990800,2411.81,2439.855,2401.405,2422.395,213404,92
1721077200,2422.08,2469.765,2420.08,2468.93,213594,92
1721163600,2467.82,2483.74,2451.57,2458.81,262838,92
1721250000,2458.755,2475.0,2440.415,2445.31,220149,92
1721336400,2444.495,2445.34,2393.88,2400.82,234446,92
1721595600,2403.82,2412.255,2383.93,2396.42,208530,92
1721682000,2397.595,2412.075,2388.31,2409.65,210649,92
1721768400,2408.785,2432.065,2396.86,2397.395,223357,92
1721854800,2397.855,2401.31,2353.195,2364.3,306369,92
1721941200,2364.505,2390.84,2355.875,2387.02,218330,92
1722200400,2388.395,2403.265,2369.65,2383.79,208280,92
1722286800,2382.525,2412.935,2376.535,2410.88,212759,92
1722373200,2410.74,2451.005,2403.94,2447.57,263139,92
1722459600,2447.77,2462.325,2430.275,2446.385,308308,92
1722546000,2447.24,2477.725,2410.885,2442.495,361891,92
1722805200,2441.94,2458.875,2364.39,2409.89,475567,92
1722891600,2411.395,2418.43,2381.56,2390.13,340393,92
1722978000,2390.195,2407.125,2379.05,2382.91,290786,92
1723064400,2381.475,2427.755,2381.14,2427.27,265056,92
1723150800,2427.22,2437.085,2416.925,2431.265,223088,92
1723410000,2428.135,2473.225,2423.89,2472.12,180141,92
1723496400,2470.39,2476.99,2458.56,2465.055,205142,92
1723582800,2466.365,2480.125,2438.145,2447.95,224080,92
1723669200,2448.2,2470.155,2432.225,2456.545,226169,92
1723755600,2456.105,2509.82,2450.805,2508.14,223838,92
1724014800,2506.525,2507.535,2485.735,2504.285,220264,92
1724101200,2503.74,2531.765,2497.4,2514.11,229278,92
1724187600,2513.86,2519.985,2493.83,2512.25,213088,92
1724274000,2512.22,2514.73,2470.85,2484.72,222479,92
1724360400,2485.335,2518.4,2484.41,2512.49,230098,92
1724619600,2512.035,2526.9,2508.81,2517.955,198137,92
1724706000,2517.73,2526.01,2503.585,2524.825,201379,92
1724792400,2525.26,2529.135,2493.665,2504.67,205552,92
1724878800,2506.21,2528.74,2503.69,2521.215,219815,92
1724965200,2520.805,2526.925,2494.215,2503.4,223097,92
1725224400,2502.84,2507.33,2490.105,2499.42,127916,82
1725310800,2499.55,2506.35,2473.325,2492.95,241125,92
1725397200,2492.62,2500.345,2471.915,2495.545,209334,92
1725483600,2495.32,2523.525,2493.88,2516.815,217513,92
1725570000,2516.46,2529.3,2485.19,2497.565,264809,92
1725829200,2496.79,2507.265,2485.61,2506.395,222295,92
1725915600,2506.73,2518.535,2500.19,2516.735,207602,92
1726002000,2516.55,2529.09,2501.0,2511.675,270422,92
1726088400,2512.945,2560.13,2511.095,2558.655,241962,92
1726174800,2558.38,2586.16,2556.795,2578.715,251812,92
1726434000,2578.79,2589.715,2575.245,2582.665,179045,92
1726520400,2582.66,2587.02,2560.78,2569.59,202235,92
1726606800,2570.325,2600.29,2546.86,2559.3,270952,92
1726693200,2559.235,2594.945,2551.16,2586.91,296927,92
1726779600,2586.52,2625.79,2584.875,2622.235,272796,92
1727038800,2621.365,2634.905,2613.89,2628.63,226647,92
1727125200,2627.79,2664.38,2622.68,2657.26,280786,92
1727211600,2658.69,2670.605,2649.7,2656.995,250522,92
1727298000,2657.74,2685.64,2654.84,2672.435,280327,92
1727384400,2672.235,2674.375,2643.155,2658.55,297822,92
1727643600,2661.815,2666.05,2624.78,2634.69,295187,92
1727730000,2633.53,2673.26,2633.31,2663.61,243087,92
1727816400,2661.92,2663.445,2641.18,2658.75,252533,92
1727902800,2658.77,2663.015,2637.015,2656.11,381668,92
1727989200,2655.95,2670.24,2632.015,2653.84,474423,92
1728248400,2651.39,2659.66,2637.77,2642.585,461688,92
1728334800,2642.085,2653.115,2604.82,2621.965,599675,92
1728421200,2622.11,2624.375,2605.21,2607.735,460186,92
1728507600,2607.735,2631.565,2604.39,2629.92,479519,92
1728594000,2628.62,2661.475,2628.18,2657.18,381985,92
1728853200,2648.805,2666.875,2643.245,2648.785,353209,92
1728939600,2649.215,2668.965,2638.105,2662.695,477257,92
1729026000,2662.285,2685.465,2658.8,2673.93,442655,92
1729112400,2674.605,2696.8,2673.165,2693.01,475273,92
1729198800,2693.045,2722.65,2692.395,2721.9,465216,92
1729458000,2723.09,2740.6,2714.235,2719.675,528355,92
1729544400,2719.36,2748.975,2719.16,2748.96,443984,92
1729630800,2747.33,2758.525,2708.755,2715.59,512450,92
1729717200,2716.415,2743.325,2716.215,2736.08,447229,92
1729803600,2735.95,2747.835,2717.1,2747.215,394346,92
1730062800,2734.065,2746.01,2724.755,2742.325,374072,92
1730149200,2741.45,2774.885,2739.87,2774.58,435600,92
1730235600,2773.51,2790.07,2770.925,2787.475,407373,92
1730322000,2786.87,2790.17,2731.635,2743.95,447697,92
1730408400,2745.37,2762.275,2733.255,2736.45,439514,92
1730671200,2732.04,2748.24,2731.77,2736.605,398027,92
1730757600,2737.365,2750.09,2724.765,2743.91,357215,92
1730844000,2743.065,2749.78,2652.405,2659.175,789740,92
1730930400,2662.255,2710.52,2643.355,2706.84,532666,92
1731016800,2704.26,2710.43,2680.415,2684.455,483390,92
1731276000,2683.71,2686.165,2610.695,2619.595,455754,92
1731362400,2621.07,2627.235,2589.725,2598.29,486364,92
1731448800,2597.96,2618.92,2572.7,2572.83,494637,92
1731535200,2573.84,2581.445,2536.855,2564.72,543930,92
1731621600,2566.485,2576.045,2554.395,2563.22,490288,92
1731880800,2567.13,2615.145,2567.13,2612.04,432930,92
1731967200,2610.755,2639.53,2610.465,2632.2,464478,92
1732053600,2632.535,2655.485,2618.89,2650.46,412551,92
1732140000,2649.925,2673.595,2648.975,2669.645,392219,92
1732226400,2669.5,2716.4,2668.2,2716.335,498195,92
1732485600,2711.165,2721.42,2615.67,2625.62,557833,92
1732572000,2627.485,2642.02,2605.31,2632.955,448212,92
1732658400,2631.21,2658.275,2627.125,2636.09,346215,92
1732744800,2637.98,2649.735,2620.99,2637.6,245097,82
1732831200,2639.285,2666.35,2634.09,2650.35,374632,83
1733090400,2648.94,2651.905,2621.98,2638.955,480068,92
1733176800,2638.96,2655.665,2634.165,2643.885,387389,92
1733263200,2642.66,2657.235,2632.465,2650.22,334814,92
1733349600,2649.36,2655.635,2623.615,2631.925,288813,92
1733436000,2631.985,2645.73,2613.11,2633.33,374739,92
1733695200,2643.08,2676.48,2627.575,2660.325,366991,92
1733781600,2661.1,2695.595,2658.035,2693.875,336816,92
1733868000,2695.145,2721.27,2675.465,2718.245,309643,92
1733954400,2717.81,2726.295,2675.165,2680.825,242727,92
1734040800,2680.705,2692.865,2646.22,2648.68,376400,92
1734300000,2648.86,2664.475,2643.595,2652.75,311160,92
1734386400,2652.26,2658.74,2633.16,2646.6,339086,92
1734472800,2646.88,2651.785,2583.915,2585.61,409156,92
1734559200,2587.54,2626.44,2586.46,2594.55,435472,92
1734645600,2594.18,2631.92,2589.665,2623.61,349070,92
1734904800,2622.21,2633.39,2608.26,2612.755,254740,92
1734991200,2614.795,2621.535,2610.105,2616.875,193966,79
1735164000,2615.31,2639.175,2615.145,2633.865,205690,92
1735250400,2633.3,2638.3,2611.715,2622.035,243546,92
1735509600,2622.075,2628.095,2596.185,2605.825,240719,92
1735596000,2606.065,2627.625,2602.76,2624.26,217489,92
1735768800,2625.07,2660.605,2621.775,2658.23,368196,92
1735855200,2657.82,2665.405,2636.705,2639.725,306090,92
1736114400,2639.88,2649.52,2614.635,2636.105,379023,92
1736200800,2635.965,2664.33,2633.0,2648.625,362076,92
1736287200,2648.655,2670.15,2645.37,2661.655,365878,92
1736373600,2662.24,2678.405,2655.635,2670.34,252111,92
1736460000,2670.45,2697.95,2664.075,2689.375,399884,92
1736719200,2689.32,2693.555,2656.835,2663.21,462733,92
1736805600,2664.465,2678.395,2659.89,2677.51,402726,92
1736892000,2676.94,2697.42,2669.365,2696.265,391665,92
1736978400,2696.16,2724.785,2690.05,2714.87,437327,92
